"Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
1990,1,1,376.93891163928,0.249048376046228,93.8760238123952
1991,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
1992,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
1993,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
1994,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
1995,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
1996,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
1997,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
1998,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
1999,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
2000,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
2001,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
2002,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
2003,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
2004,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
2005,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
2006,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
2007,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
2008,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
2009,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
2010,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
2011,1,1,1.27867755071281e-06,1.11649908128569,1.42764231063149e-06
2012,1,1,1529.94136031491,0.164759894874836,252.07297769015
